id,surface,path,snippet,legacy_roles,class,target_mapping,risk,status
BE-0914,be,backend/app/api/v1/tenants/router.py:410,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0915,be,backend/app/api/v1/tenants/router.py:411,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0916,be,backend/app/api/v1/tenants/router.py:412,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0917,be,backend/app/api/v1/candidates/acl.py:62,"if role in (Role.administrator.value, Role.superadmin.value):",administrator,TRUST,keep canonical trust role,M,open
BE-0918,be,backend/app/api/v1/candidates/acl.py:62,"if role in (Role.administrator.value, Role.superadmin.value):",superadmin,TRUST,keep canonical trust role,M,open
BE-0919,be,backend/app/api/v1/candidates/acl.py:67,if role == UserRole.hr_officer.value:,hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0920,be,backend/app/api/v1/candidates/acl.py:70,"if role in (Role.supervisor.value, Role.manager.value):",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0921,be,backend/app/api/v1/candidates/acl.py:70,"if role in (Role.supervisor.value, Role.manager.value):",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0922,be,backend/app/api/v1/candidates/acl.py:75,.where(User.role == UserRole.recruiter),recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0923,be,backend/app/api/v1/candidates/acl.py:113,"Role.recruiter.value,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0924,be,backend/app/api/v1/candidates/acl.py:114,"Role.client_manager.value,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0925,be,backend/app/api/v1/candidates/acl.py:115,"Role.client_processor.value,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0926,be,backend/app/api/v1/candidates/acl.py:116,"Role.compliance_officer.value,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0927,be,backend/app/api/v1/candidates/acl.py:117,"Role.viewer.value,",viewer,TRUST,keep canonical trust role,M,open
BE-0928,be,backend/app/api/v1/candidates/acl.py:141,manager_scope = {user_id} if role == Role.recruiter.value else set(),recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0929,be,backend/app/api/v1/candidates/acl.py:235,if role_l == UserRole.hr_officer.value and await agency_candidate_has_internal_hr_handoff_lane(,hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0930,be,backend/app/api/v1/candidates/pipeline_overrides_api.py,require_roles(*_CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0931,be,backend/app/api/v1/candidates/pipeline_overrides_api.py,require_roles(*_ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0932,be,backend/app/api/v1/candidates/pipeline_overrides_api.py,require_roles(*APPROVE_OVERRIDE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0933,be,backend/app/api/v1/candidates/pipeline_overrides_api.py,require_roles(*APPROVE_OVERRIDE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0934,be,backend/app/api/v1/candidates/pipeline_overrides_api.py,require_roles(*APPROVE_OVERRIDE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0935,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:34,"APPROVE_OVERRIDE_ROLES = (Role.manager, Role.administrator, Role.superadmin)",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0936,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:34,"APPROVE_OVERRIDE_ROLES = (Role.manager, Role.administrator, Role.superadmin)",administrator,TRUST,keep canonical trust role,M,open
BE-0937,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:34,"APPROVE_OVERRIDE_ROLES = (Role.manager, Role.administrator, Role.superadmin)",superadmin,TRUST,keep canonical trust role,M,open
BE-0938,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:100,"if role in (Role.client_manager.value, Role.client_processor.value):",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0939,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:100,"if role in (Role.client_manager.value, Role.client_processor.value):",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0940,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:137,"if role in (Role.client_manager.value, Role.client_processor.value):",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0941,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:137,"if role in (Role.client_manager.value, Role.client_processor.value):",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0942,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:204,"if role in (Role.client_manager.value, Role.client_processor.value):",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0943,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:204,"if role in (Role.client_manager.value, Role.client_processor.value):",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0944,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:271,"if role in (Role.client_manager.value, Role.client_processor.value):",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0945,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:271,"if role in (Role.client_manager.value, Role.client_processor.value):",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0946,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:336,"if role in (Role.client_manager.value, Role.client_processor.value):",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0947,be,backend/app/api/v1/candidates/pipeline_overrides_api.py:336,"if role in (Role.client_manager.value, Role.client_processor.value):",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-0948,be,backend/app/api/v1/candidates/next_action_api.py,require_roles(*HIRING_CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0949,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0950,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0951,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0952,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0953,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0954,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0955,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0956,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0957,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0958,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0959,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0960,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0961,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0962,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0963,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0964,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0965,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0966,be,backend/app/api/v1/candidates/router.py,require_roles(*CANDIDATE_VIEW_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0967,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0968,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0969,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0970,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0971,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0972,be,backend/app/api/v1/candidates/router.py,require_roles(*ALLOW_MANAGER_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0973,be,backend/app/api/v1/candidates/router.py:841,is_platform_superadmin = user_role_lower == Role.superadmin.value and not client_tenant,superadmin,TRUST,keep canonical trust role,M,open
BE-0974,be,backend/app/api/v1/candidates/router.py:1035,"if not client_tenant and current_user.role in (Role.admin.value, Role.administrator.value, Role.superadmin.value):",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0975,be,backend/app/api/v1/candidates/router.py:1035,"if not client_tenant and current_user.role in (Role.admin.value, Role.administrator.value, Role.superadmin.value):",administrator,TRUST,keep canonical trust role,M,open
BE-0976,be,backend/app/api/v1/candidates/router.py:1035,"if not client_tenant and current_user.role in (Role.admin.value, Role.administrator.value, Role.superadmin.value):",superadmin,TRUST,keep canonical trust role,M,open
BE-0977,be,backend/app/api/v1/candidates/router.py:1849,if current_user.role == Role.recruiter.value:,recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0978,be,backend/app/api/v1/candidates/router.py:1855,"Role.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0979,be,backend/app/api/v1/candidates/router.py:1856,"Role.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0980,be,backend/app/api/v1/candidates/router.py:1857,"Role.superadmin.value,",superadmin,TRUST,keep canonical trust role,M,open
BE-0981,be,backend/app/api/v1/candidates/router.py:2015,is_platform_superadmin = user_role_lower == Role.superadmin.value and not client_tenant,superadmin,TRUST,keep canonical trust role,M,open
BE-0982,be,backend/app/api/v1/candidates/router.py:3044,if ctx.role == Role.recruiter.value:,recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0983,be,backend/app/api/v1/candidates/router.py:3050,"Role.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-0984,be,backend/app/api/v1/candidates/router.py:3051,"Role.supervisor.value,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0985,be,backend/app/api/v1/candidates/router.py:3052,"Role.superadmin.value,",superadmin,TRUST,keep canonical trust role,M,open
BE-0986,be,backend/app/api/v1/document_merge/router.py,require_roles(*TEMPLATE_ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0987,be,backend/app/api/v1/document_merge/router.py,require_roles(*TEMPLATE_ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0988,be,backend/app/api/v1/document_merge/router.py,require_roles(*TEMPLATE_ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0989,be,backend/app/api/v1/document_merge/router.py,require_roles(*TEMPLATE_ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0990,be,backend/app/api/v1/document_merge/router.py,require_roles(*TEMPLATE_ADMIN_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0991,be,backend/app/api/v1/document_merge/router.py,require_roles(*GENERATE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0992,be,backend/app/api/v1/document_merge/router.py:26,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-0993,be,backend/app/api/v1/document_merge/router.py:27,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-0994,be,backend/app/api/v1/document_merge/router.py:28,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0995,be,backend/app/api/v1/document_merge/router.py:31,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0996,be,backend/app/api/v1/document_merge/router.py:32,"Role.manager,",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-0997,be,backend/app/api/v1/document_merge/router.py:33,"Role.admin,",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-0998,be,backend/app/api/v1/document_merge/router.py:34,"Role.compliance_officer,",compliance_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-0999,be,backend/app/api/v1/document_merge/router.py:35,"Role.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1000,be,backend/app/api/v1/candidate_notes/router.py,require_roles(*ALLOW_NOTES_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1001,be,backend/app/api/v1/candidate_notes/router.py,require_roles(*ALLOW_NOTES_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1002,be,backend/app/api/v1/candidate_notes/router.py:31,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1003,be,backend/app/api/v1/candidate_notes/router.py:32,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-1004,be,backend/app/api/v1/candidate_notes/router.py:33,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1005,be,backend/app/api/v1/candidate_notes/router.py:34,"Role.superadmin,",superadmin,TRUST,keep canonical trust role,M,open
BE-1006,be,backend/app/api/v1/utils/access.py:18,"if role in {Role.superadmin.value, Role.administrator.value}:",superadmin,TRUST,keep canonical trust role,M,open
BE-1007,be,backend/app/api/v1/utils/access.py:18,"if role in {Role.superadmin.value, Role.administrator.value}:",administrator,TRUST,keep canonical trust role,M,open
BE-1008,be,backend/app/api/v1/utils/own_company_acl.py:13,"Role.superadmin.value,",superadmin,TRUST,keep canonical trust role,M,open
BE-1009,be,backend/app/api/v1/utils/own_company_acl.py:14,"Role.administrator.value,",administrator,TRUST,keep canonical trust role,M,open
BE-1010,be,backend/app/api/v1/vacancies/acquisition_api.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1011,be,backend/app/api/v1/vacancies/acquisition_api.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1012,be,backend/app/api/v1/vacancies/acquisition_api.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1013,be,backend/app/api/v1/vacancies/acquisition_api.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1014,be,backend/app/api/v1/vacancies/launch_search_setup_api.py,"require_roles(Role.manager, Role.admin, Role.recruiter)","admin,manager,recruiter",JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1015,be,backend/app/api/v1/vacancies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1016,be,backend/app/api/v1/vacancies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1017,be,backend/app/api/v1/vacancies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1018,be,backend/app/api/v1/vacancies/router.py,require_roles(*PIPELINE_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1019,be,backend/app/api/v1/vacancies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1020,be,backend/app/api/v1/vacancies/router.py,"require_roles(Role.manager, Role.admin)","admin,manager",ALIAS,normalize via normalize_trust_role,M,open
BE-1021,be,backend/app/api/v1/vacancies/router.py:34,"PIPELINE_ROLES = (Role.manager, Role.admin, Role.recruiter)",manager,ALIAS,normalize via normalize_trust_role,M,open
BE-1022,be,backend/app/api/v1/vacancies/router.py:34,"PIPELINE_ROLES = (Role.manager, Role.admin, Role.recruiter)",admin,ALIAS,normalize via normalize_trust_role,M,open
BE-1023,be,backend/app/api/v1/vacancies/router.py:34,"PIPELINE_ROLES = (Role.manager, Role.admin, Role.recruiter)",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1024,be,backend/app/api/v1/vacancies/router.py:163,inc_arch = _as_bool(include_archived) if include_archived is not None else (user_role == Role.superadmin.value),superadmin,TRUST,keep canonical trust role,M,open
BE-1025,be,backend/app/api/v1/vacancies/router.py:164,if user_role == Role.superadmin.value:,superadmin,TRUST,keep canonical trust role,M,open
BE-1026,be,backend/app/api/v1/settings/billing/routes.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1027,be,backend/app/api/v1/settings/billing/routes.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1028,be,backend/app/api/v1/settings/billing/routes.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1029,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1030,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1031,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1032,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1033,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1034,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1035,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1036,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1037,be,backend/app/api/v1/settings/billing/routes.py,require_roles(Role.administrator),administrator,TRUST,keep canonical trust role,M,open
BE-1038,be,backend/app/api/v1/settings/billing/_helpers/state.py:70,"if (ctx.role or """").strip().lower() == Role.superadmin.value:",superadmin,TRUST,keep canonical trust role,M,open
BE-1039,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1040,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1041,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1042,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1043,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1044,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1045,be,backend/app/api/v1/communications/routes/planner.py,require_roles(*_TIMEOFF_ROLES),,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1046,be,backend/app/api/v1/communications/routes/planner.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1047,be,backend/app/api/v1/communications/routes/planner.py:82,"Role.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-1048,be,backend/app/api/v1/communications/routes/planner.py:83,"Role.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1049,be,backend/app/api/v1/communications/routes/planner.py:84,"Role.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1050,be,backend/app/api/v1/communications/routes/planner.py:85,"Role.client_manager,",client_manager,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-1051,be,backend/app/api/v1/communications/routes/planner.py:86,"Role.client_processor,",client_processor,PORTAL_LEGACY,viewer + access_context=portal + scope,H,open
BE-1052,be,backend/app/api/v1/communications/routes/planner.py:375,"is_admin_like = (current_user.role or """").strip().lower() in {Role.administrator.value, Role.supervisor.value, Role.superadmin.value}",administrator,TRUST,keep canonical trust role,M,open
BE-1053,be,backend/app/api/v1/communications/routes/planner.py:375,"is_admin_like = (current_user.role or """").strip().lower() in {Role.administrator.value, Role.supervisor.value, Role.superadmin.value}",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1054,be,backend/app/api/v1/communications/routes/planner.py:375,"is_admin_like = (current_user.role or """").strip().lower() in {Role.administrator.value, Role.supervisor.value, Role.superadmin.value}",superadmin,TRUST,keep canonical trust role,M,open
BE-1055,be,backend/app/api/v1/communications/routes/dispatch.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1056,be,backend/app/api/v1/communications/routes/dispatch.py,"require_roles(Role.administrator, Role.supervisor)","administrator,supervisor",ORG_PROXY,employee + supervisor_id/org + permission,H,open
BE-1057,be,backend/app/db/seeds/recruitment_team_flow_scenario.py:284,"UserRole.supervisor,",supervisor,JOB_PROXY,employee + permission/module gate + preset,M,open
BE-1058,be,backend/app/db/seeds/recruitment_team_flow_scenario.py:290,"UserRole.administrator,",administrator,TRUST,keep canonical trust role,M,open
BE-1059,be,backend/app/db/seeds/recruitment_team_flow_scenario.py:296,"UserRole.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1060,be,backend/app/db/seeds/recruitment_team_flow_scenario.py:303,"UserRole.recruiter,",recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
BE-1061,be,backend/app/db/seeds/recruitment_team_flow_scenario.py:310,"UserRole.hr_officer,",hr_officer,JOB_PROXY,employee + permission/module gate + preset,H,open
TEST-1062,test,backend/tests/services/test_workforce_action_audit.py:53,"role=Role.hr_officer,",hr_officer,TEST,update fixtures/asserts after mapping,L,open
TEST-1063,test,backend/tests/services/test_recruitment_lead_auto_assign.py:77,"role=UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1064,test,backend/tests/services/test_recruitment_lead_auto_assign.py:137,"User.role == UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1065,test,backend/tests/services/test_recruitment_lead_auto_assign.py:201,"User.role == UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1066,test,backend/tests/services/test_recruitment_lead_auto_assign.py:282,"role=UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1067,test,backend/tests/services/test_recruitment_lead_auto_assign.py:315,"role=UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1068,test,backend/tests/security/test_api_tenant_context_unit.py:24,"u = _FakeUser(""u1"", ""a@b.c"", Role.administrator.value, ""11111111-1111-1111-1111-111111111111"", {})",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1069,test,backend/tests/security/test_api_tenant_context_unit.py:36,"u = _FakeUser(""u1"", ""a@b.c"", Role.superadmin.value, ""11111111-1111-1111-1111-111111111111"", {})",superadmin,TEST,update fixtures/asserts after mapping,L,open
TEST-1070,test,backend/tests/security/test_api_tenant_context_unit.py:51,"Role.administrator.value,",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1071,test,backend/tests/security/test_api_tenant_context_unit.py:71,"u = _FakeUser(""u1"", ""a@b.c"", Role.recruiter.value, ""11111111-1111-1111-1111-111111111111"", {})",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1072,test,backend/tests/module_registry/test_module_registry_p1.py:52,"def _ctx(tenant_id: str, role: str = Role.administrator.value) -> UserCtx:",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1073,test,backend/tests/api/test_recruiter_assignment.py:18,sa.select(User.id).where(User.role == UserRole.recruiter).limit(1),recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1074,test,backend/tests/api/test_recruiter_assignment.py:75,sa.select(User.id).where(User.role == UserRole.supervisor).limit(1),supervisor,TEST,update fixtures/asserts after mapping,L,open
TEST-1075,test,backend/tests/api/test_recruiter_assignment.py:116,sa.select(User.id).where(User.role == UserRole.recruiter).limit(1),recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1076,test,backend/tests/api/test_handoff_snapshot.py:233,"role=UserRole.client_processor,",client_processor,TEST,update fixtures/asserts after mapping,L,open
TEST-1077,test,backend/tests/api/test_lead_duplicate_decision.py:391,"assert ""User.role.in_([Role.administrator, Role.supervisor])"" in src",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1078,test,backend/tests/api/test_lead_duplicate_decision.py:391,"assert ""User.role.in_([Role.administrator, Role.supervisor])"" in src",supervisor,TEST,update fixtures/asserts after mapping,L,open
TEST-1079,test,backend/tests/api/test_candidate_assignment_queue.py:163,"role=UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
TEST-1080,test,backend/tests/api/test_global_search.py:93,".where(User.tenant_id == tenant_id, User.role == UserRole.administrator.value)",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1081,test,backend/tests/api/test_global_search.py:172,".where(User.tenant_id == tenant_id, User.role == UserRole.administrator.value)",administrator,TEST,update fixtures/asserts after mapping,L,open
TEST-1082,test,backend/tests/api/test_admin_v2.py:118,"role=UserRole.supervisor,",supervisor,TEST,update fixtures/asserts after mapping,L,open
TEST-1083,test,backend/tests/api/test_admin_v2.py:128,"role=UserRole.recruiter,",recruiter,TEST,update fixtures/asserts after mapping,L,open
FE-1084,fe,hostflow-frontend/src/constants/communicationsSettingsAccess.ts,supervisor,supervisor,ORG_PROXY,employee + supervisor_id/org + permission,H,open
FE-1085,fe,hostflow-frontend/src/api/analytics.ts,recruiter,recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
FE-1086,fe,hostflow-frontend/src/api/billing.ts,seat/counter client_manager,client_manager,SEAT,recount seats Admin/Employee/Viewer,H,open
FE-1087,fe,hostflow-frontend/src/api/client.ts,recruiter,recruiter,JOB_PROXY,employee + permission/module gate + preset,H,open
